name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_transformed,Accept_transformed,Enroll_transformed,Top10perc_transformed,F.Undergrad_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,PhD_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Binary,Apps_transformed_scaled,Accept_transformed_scaled,Enroll_transformed_scaled,Top10perc_transformed_scaled,F.Undergrad_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,PhD_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Binary_scaled
Barnard College,Yes,2496,1402,531,53,95,2121,69,17926,8124,600,850,83.0,93,10.3,33,12580,91,5.9646781587167075,5.698876983544142,4.028946224315617,6.886856882263634,3.7136868454413663,5.2574693501391385,80.99381766527193,9.932527964405688,8.750709491517258,3524.4964302674875,54108.59763306137,5.167582732162698,3.5263605246161616,1.8328073984605706,0.561698717948718,High,2,1,0.4040257607211175,0.17142098591541893,0.1804758188519211,1.3749937779595973,0.1369006235566917,-0.925244514156253,1.6526907612293125,0.4496014388117547,-0.7100928488101287,0.6364201082318471,0.9692990979140862,-0.9589736432806009,0.8477740600370556,0.9466907792604569,-1.2599820566031195,1.8150779933081982,0.6125530498969481
Barry University,Yes,990,784,279,18,45,1811,3144,11290,5360,600,1800,76.0,78,12.6,11,9084,72,5.423291155867108,5.339564946914559,3.7706602450287936,4.280162520647578,3.6836320988372266,12.307519202259401,68.68718358158614,9.932527964405688,10.02256149629937,2953.4572253472356,34148.77423378909,6.059240608651982,2.4849066497880004,1.8306786456109139,0.7919191919191919,Medium,1,1,-0.46530313225490594,-0.42419168724755596,-0.5278077443510664,-0.41769469988544683,-0.02343660070007725,1.5741815572673292,0.33136539791935343,0.4496014388117547,0.8415717373961816,0.1176563164912192,-0.28237352323745246,-0.32895477682173246,-0.8534518760234878,0.19598482610711043,0.30604530939689767,0.3581403891754813,0.6125530498969481
Baylor University,Yes,6075,5349,2367,34,66,9919,484,6450,3920,600,1346,71.0,76,18.5,38,7503,72,6.452159177660709,6.473661339633501,4.538967134730552,5.727506810854239,3.958406342072203,8.521516539356103,56.175606369775096,9.932527964405688,9.52147064694821,2576.530515080068,31904.737047146835,8.094588631441848,3.6635616461296463,1.829241640702582,0.8804938271604938,Low,0,1,1.1867954473128406,1.4557402805984707,1.579078362955058,0.5776799288914052,1.4424396563129227,0.23194512481235613,-1.0119640772693326,0.4496014388117547,0.2302388759572927,-0.2247648828620271,-0.4230962065588109,1.109161442390268,1.0718935453228027,-0.3107758058606938,0.9085560258813842,-1.0987972149572356,0.6125530498969481
Beaver College,Yes,1163,850,348,23,56,878,519,12850,5400,400,800,78.0,89,12.2,30,8954,73,5.5202182647885305,5.390399284678972,3.8622432134815616,4.810280968585637,3.5318123772447736,8.650570874904489,71.93795880187906,9.032160306951633,8.650998387185288,3111.4506224560782,48228.57254567277,5.909038089917999,3.4339872044851463,1.8305754356896569,0.7308684436801376,Medium,1,1,-0.3096630155647852,-0.3399262780273664,-0.2766647616636491,-0.053119072030679164,-0.833370321592488,0.2776982439626942,0.6803911120003983,-1.0385747644227592,-0.8317407990918487,0.2611863106631819,0.6005650532112241,-0.43508339754859504,0.696881263144984,0.15958778625130116,-0.1092398336151793,0.3581403891754813,0.6125530498969481
Bellarmine College,Yes,807,707,308,39,63,1198,605,8840,2950,750,1290,74.0,82,13.1,31,6668,84,5.298641024465666,5.27413214293828,3.812025494055611,6.071854355974564,3.5999362971138607,8.937122062640498,62.923478691352045,10.448461969422015,9.449107698757023,2799.591418290768,38923.295934475835,6.2444098482081,3.4657359027997265,1.8282776864287342,0.8760842627013631,Medium,1,1,-0.6654593239812809,-0.5326562064282423,-0.4143740765445859,0.8144962912549331,-0.46994019984940544,0.3792880943109691,-0.2874658280935898,1.3023649764046783,0.14195578669882095,-0.022123945179242006,0.01703484187169807,-0.1981197138629203,0.7487430981377603,-0.6507148514205461,0.8785608716883411,0.3581403891754813,0.6125530498969481
Belmont Abbey College,Yes,632,494,129,17,36,709,131,9000,4850,300,2480,78.0,85,13.2,10,7550,52,5.147108027436891,5.043565565761366,3.425504588381162,4.161257057510804,3.482181160865023,6.263131465703387,63.329869752333565,8.421257384519414,10.587722321375143,3111.4506224560782,42760.679669250785,6.281111475406707,2.3978952727983707,1.8292909625303169,0.7816455696202531,Medium,1,1,-0.9087825139784368,-0.9148542999364531,-1.474309288976423,-0.4994689411839057,-1.098144853736447,-0.5687111330584819,-0.2438328726773592,-2.048308048513365,1.5310702281670878,0.2611863106631819,0.25767565625110594,-0.17218743851993448,-0.9955858819980911,-0.2933824340998798,0.23616110930551232,0.3581403891754813,0.6125530498969481
Belmont University,Yes,1220,974,481,28,67,1964,623,7800,3664,650,900,61.0,61,11.1,19,7614,49,5.548796565969473,5.475403023317365,3.9908945557020323,5.260422081682251,3.6991887197588267,8.992411309903918,60.15636813523508,10.115893212874479,8.845130755470747,1900.027107006517,17947.080041564655,5.485757336611017,2.995732273553991,1.8293573677733466,0.7983606557377049,Low,0,1,-0.2637735819470627,-0.1990200493516654,0.07612880200700002,0.2564541555541443,0.05955546209244588,0.398889570751312,-0.5845619581984869,0.7526774067369608,-0.5948985251698033,-0.8393382257670974,-1.2983753500580535,-0.7341609556836695,-0.019012808716357025,-0.2699645858179488,0.3498620405629711,-1.0987972149572356,0.6125530498969481
Beloit College,Yes,1320,923,284,26,54,1085,81,16304,3616,355,715,75.0,95,11.1,26,12957,69,5.595633998156974,5.441926567751938,3.7781366670209433,5.088171214391668,3.5787190130625377,5.503052191233586,78.30772062422054,8.775973574563912,8.467426973647868,2876.0084132069483,57206.70743459923,5.485757336611017,3.295836866004329,1.8329825041799006,0.6992424242424242,High,2,1,-0.18856465956975318,-0.2545122097991054,-0.5073055598220004,0.13799295441079093,-0.5831309871770871,-0.8381790084362992,1.3642928024927294,-1.4620140067894487,-1.0556986655376748,0.0472975055627926,1.1635803366973685,-0.7341609556836695,0.47121122188858366,1.0084419148859107,-0.32436931824763443,1.8150779933081982,0.6125530498969481
Bemidji State University,No,1208,877,546,12,36,3796,824,4425,2700,660,1800,57.0,62,19.6,16,3752,46,5.542900819755318,5.4099900613395215,4.039560916841244,3.473099970406587,3.8158487005733606,9.527865825059408,49.01031203587558,10.151083734530816,10.02256149629937,1658.2867737090962,18727.219793357373,8.444119375767272,2.833213344056216,1.8225861590463004,0.7259933774834437,Low,0,0,-0.2732406406363953,-0.30745167749468877,0.20958391161450185,-0.9727316677869278,0.6819176384241512,0.5887221256003545,-1.781279641101148,0.8108421980583805,0.8415717373961816,-1.0589485972397998,-1.2494530951634284,1.3561294433902287,-0.28448920152158647,-2.6578353535574277,-0.14240146751948335,-1.0987972149572356,-1.6325116659989423
Benedictine College,Yes,632,620,222,14,24,702,501,9550,3850,350,250,75.0,84,14.1,18,5922,58,5.147108027436891,5.190341976312408,3.672627746068781,3.7701053698334652,3.4798208672131756,8.585214700192047,64.6916754897291,8.745786153121648,6.822168546058401,2876.0084132069483,41456.75591363073,6.606696588429186,2.9444389791664403,1.827244073942157,0.9810126582278481,Medium,1,1,-0.9087825139784368,-0.6715507605793894,-0.796636923018889,-0.7684736752694478,-1.1107366395715648,0.25452777986226477,-0.09761998875753103,-1.5119094043589478,-3.062920596744526,0.0472975055627926,0.17590711389826053,0.0578612934555406,-0.10280094841912382,-1.0152189069534967,1.5923146748623527,0.3581403891754813,0.6125530498969481
Bennington College,Yes,519,327,114,25,53,457,2,21700,4100,600,500,35.0,59,10.1,33,16364,55,5.0230136003014865,4.7710440574149064,3.366297399114554,4.998323204843082,3.372641701892147,0.7174362690695212,86.67774600240956,9.932527964405688,7.892981014082466,623.1332809012008,16447.810048162224,5.086553747140241,3.5263605246161616,1.834272450380674,0.630057803468208,High,2,1,-1.1080463869533939,-1.3665988771657835,-1.6366699370331954,0.07620224590010687,-1.6825201948308235,-2.5348043450754973,2.2629566246673223,0.4496014388117547,-1.7565250579131293,-1.999339635780793,-1.392393977623881,-1.0162263078285314,0.8477740600370556,1.4633422065399033,-0.794983454211281,1.8150779933081982,0.6125530498969481
Bentley College,Yes,3466,2330,640,20,60,3095,1533,13800,5510,630,850,87.0,87,17.5,20,10941,82,6.148291221709282,6.001277493766786,4.09922994364427,4.503953018570464,3.781487536173117,10.770899371589495,73.79206287162756,10.044073557026874,8.750709491517258,3873.5164176623007,45443.82519345305,7.769748570134491,3.044522437723423,1.8319405542609017,0.6722446624350836,Medium,1,1,0.6988613218762781,0.6726944137389245,0.37321103157508523,-0.2637884142137955,0.49860637000018987,1.029409853917204,0.8794605502331131,0.6339700077405097,-0.7100928488101287,0.9534892875353681,0.4259346495311623,0.8796391417393972,0.060686441260878146,0.6409976588717751,-0.5080160334240953,0.3581403891754813,0.6125530498969481
Berry College,Yes,1858,1221,480,37,68,1620,49,8050,3940,350,2375,80.0,80,16.3,17,10511,63,5.795802510347577,5.614731374803146,3.990087567535449,5.938297343999169,3.661798555766796,4.746058987760224,60.84268066590548,8.745786153121648,10.510644336358183,3273.5722416210815,36487.79557571775,7.370241616806378,2.8903717578961645,1.831679194506902,0.6571582346609257,Low,0,1,0.1328547136242795,0.03193723405653549,0.07391584234241172,0.7226458157909562,-0.13991503047067838,-1.106552791365331,-0.5108746975091973,-1.5119094043589478,1.4370347749246752,0.4084666114840554,-0.1356944211524122,0.5973594417391935,-0.1911203270674524,0.5488289868373689,-0.6106383516830006,-1.0987972149572356,0.6125530498969481
Bethany College,Yes,878,816,200,16,41,706,62,8740,3363,550,1700,62.0,68,11.6,29,7718,48,5.350293486506336,5.364760827099807,3.6267052283805232,4.037027549018027,3.4811731000755377,5.095780071709902,62.66702493834651,9.735330960613702,9.923163850665636,1963.0383410019397,23848.004199077237,5.680089865568533,3.4011973816621555,1.8294634599948678,0.929384965831435,Low,0,1,-0.5825186966500844,-0.38242580127669423,-0.9225677402831564,-0.5849046607537621,-1.1035226954130717,-0.9825675695179338,-0.3150004769714215,0.12366360001576755,0.720306207993199,-0.7820953142680762,-0.9283307329438812,-0.5968513856813783,0.643318740239679,-0.23255110106695637,1.2411279287757164,-1.0987972149572356,0.6125530498969481
Bethel College KS,Yes,202,184,122,19,42,537,101,8540,3580,500,1400,61.0,80,8.8,32,8324,56,4.403248400819824,4.378009621762059,3.3989212737269647,4.394249799363181,3.4141060462782646,5.847461184501282,62.14827527257376,9.521846755027648,9.588655932737819,1900.027107006517,36487.79557571775,4.543754244363683,3.4965075614664802,1.830040482745487,0.9108910891089109,Low,0,1,-2.1032305933244038,-2.0181113983163756,-1.5472072638375063,-0.3392340437249904,-1.4613146071722953,-0.7160770609235252,-0.3706970294107873,-0.2291946039516519,0.31220519615957604,-0.8393382257670974,-0.1356944211524122,-1.3997522503124076,0.7990089285165864,-0.02906368632803433,1.1153271407249636,-1.0987972149572356,0.6125530498969481
Bethel College,Yes,502,384,104,11,28,347,74,6200,2900,600,800,63.0,63,11.7,13,7623,35,5.001856969534135,4.8781063384956544,3.321592062172521,3.3105556040601205,3.2983906202921434,5.3641404902511685,55.3796785034593,9.932527964405688,8.650998387185288,2027.0802352736914,19527.97071250106,5.7185622678208565,2.6390573296152584,1.8293666369910715,0.7649402390438247,Low,0,1,-1.1420185183626765,-1.1891273623576988,-1.7592629458791422,-1.0845174670653988,-2.078637735883977,-0.8874268200608982,-1.097420398630377,0.4496014388117547,-0.8317407990918487,-0.7239160936184083,-1.199238322126377,-0.5696679334896119,-0.601645107695158,-0.26669579069769817,0.12252653810695363,-1.0987972149572356,0.6125530498969481
Bethune Cookman College,Yes,1646,1150,542,12,30,2128,82,5188,3396,650,2500,48.0,48,13.8,9,6817,58,5.7254351371727585,5.578012310979271,4.036763524276128,3.473099970406587,3.7143025666098013,5.522005981375474,51.92273170632895,10.115893212874479,10.602060391825573,1174.6238155874432,9585.43164275563,6.499091684336911,2.302585092994046,1.8284629716375798,0.6986634264884569,Low,0,1,0.019862731360734933,-0.028930027628678308,0.2019127744541784,-0.9727316677869278,0.1401853966530453,-0.8314593967701944,-1.468582119341377,0.7526774067369608,1.5485627320659785,-1.498334943952575,-1.8227310098814986,-0.018169123018266124,-1.1512760702749985,-0.585373912788788,-0.3283078312388014,-1.0987972149572356,0.6125530498969481
Birmingham-Southern College,Yes,805,588,287,67,88,1376,207,11660,4325,400,900,74.0,79,14.0,34,8649,72,5.297116229474374,5.156311124710042,3.7825500130460186,7.554264232658702,3.6288417420071237,7.020803914815234,69.48366925313611,9.032160306951633,8.845130755470747,2799.591418290768,35306.31811651647,6.570928155621265,3.5553480614894135,1.8303239577300763,0.7304347826086957,Medium,1,1,-0.6679077542812667,-0.7279619141912383,-0.49520308156545995,1.8339863950842885,-0.3157343147978096,-0.30009653988082174,0.4168816091088187,-1.0385747644227592,-0.5948985251698033,-0.022123945179242006,-0.20978440474634713,0.03258838544133381,0.8951255085680089,0.07090393487116542,-0.11218972375194472,0.3581403891754813,0.6125530498969481
Blackburn College,Yes,500,336,156,25,55,421,27,6500,2700,500,1000,76.0,76,14.3,53,8377,51,4.9993175453743435,4.789218338683072,3.5143672447271355,4.998323204843082,3.3509828422230465,3.8958537929413795,56.33234890777298,9.521846755027648,9.020229620808045,2953.4572253472356,31904.737047146835,6.677938744973604,3.9889840465642745,1.8300878662695956,0.672,Low,0,1,-1.146096183289999,-1.3364723265762548,-1.2306260699097216,0.07620224590010687,-1.7980667168378366,-1.4079726500278762,-0.9951351141622933,-0.2291946039516519,-0.38127720177114266,0.1176563164912192,-0.4230962065588109,0.10819887684225446,1.6034744834472257,-0.012353858488955588,-0.5096802992566043,-1.0987972149572356,0.6125530498969481
Bloomsburg Univ. of Pennsylvania,No,6773,3028,1025,15,55,5847,946,7844,2948,500,1680,75.0,68,18.0,19,7041,75,6.509629677685815,6.153165097194668,4.267833430592523,3.9068791807486942,3.883682225315478,9.79776775667034,60.27819639370136,9.521846755027648,9.902636455515575,2876.0084132069483,23848.004199077237,7.933046353551151,2.995732273553991,1.8287300666501192,0.4470692455337369,Low,0,0,1.2790783538152775,0.924470508819371,0.8355631841537732,-0.6744109272506593,1.0437985490156891,0.6844093815412561,-0.5714816336528199,-0.2291946039516519,0.6952627029457149,0.0472975055627926,-0.9283307329438812,0.995020485992735,-0.019012808716357025,-0.49118269843375684,-2.039725437615475,-1.0987972149572356,-1.6325116659989423
Bluefield College,Yes,377,358,181,15,30,653,129,7150,4350,450,1500,61.0,67,17.8,3,6259,53,4.8178151361759465,4.831538790109336,3.5820869679671326,3.9068791807486942,3.462452709977199,6.238243978582528,58.30154135948332,9.28888019207096,9.706971680718645,1900.027107006517,22941.155750332633,7.867941719783123,1.3862943611198906,1.827734518091229,0.9496021220159151,Low,0,1,-1.4375425749292852,-1.266319939141912,-1.0449219639106846,-0.6744109272506593,-1.2033929563374504,-0.5775343946618573,-0.7837089911468502,-0.6142542984789047,0.4565508868862346,-0.8393382257670974,-0.9851988400469104,0.9490194931800552,-2.6480466865381658,-0.842263487325053,1.3786509704998542,-1.0987972149572356,0.6125530498969481
Bluffton College,Yes,692,514,209,20,50,760,81,9900,3990,400,900,76.0,71,13.3,19,9073,58,5.203648601302708,5.069373114684434,3.6461640902790067,4.503953018570464,3.4985623123754332,5.503052191233586,65.53163740313774,9.032160306951633,8.845130755470747,2953.4572253472356,26700.255016237883,6.317705088840353,2.995732273553991,1.8306700008768693,0.7427745664739884,Medium,1,1,-0.8179928307605433,-0.8720744828559045,-0.8692067638980328,-0.2637884142137955,-1.0107540532780923,-0.8381790084362992,-0.007435867506012867,-1.0385747644227592,-0.5948985251698033,0.1176563164912192,-0.7494672137091747,-0.14633148248231995,-0.019012808716357025,0.19293625552656662,-0.02825088508005347,0.3581403891754813,0.6125530498969481
Boston University,Yes,20192,13007,3810,45,80,14971,3113,18420,6810,475,1025,80.0,81,11.9,16,16836,72,7.062292863085528,6.949598156842658,4.678335062846476,6.444128361382583,4.010904635792998,12.285570112829337,81.77999765122284,9.408035387971328,9.061464438196342,3273.5722416210815,37693.39301184987,5.7951254207427985,2.833213344056216,1.8344187077230751,0.6441660063391442,High,2,1,2.1665139084615825,2.2446757212635418,1.9612594360226996,1.0705183742130722,1.7225095835120228,1.566400034084339,1.7371004827258412,-0.41730816701513446,-0.3309705579009971,0.4084666114840554,-0.060091883356808096,-0.5155706927336406,-0.28448920152158647,1.5149199449563813,-0.699015309415438,1.8150779933081982,0.6125530498969481
Bowdoin College,Yes,3356,1019,418,76,100,1490,8,19030,5885,1495,875,93.0,96,11.2,52,20447,96,6.13044782707892,5.503420228191762,3.935877184643744,7.930041098020671,3.6450580254304383,2.308497469215169,82.73190363366841,12.140440908448898,8.798544673254346,4428.029350733145,58795.90038007271,5.524891958048329,3.970291913552122,1.8353600072835947,0.3036352800953516,High,2,1,0.6702093992787636,-0.15257740176789597,-0.07474233594180844,2.092417481864056,-0.2292230589851523,-1.9707317600173162,1.839303693574466,4.09895898173997,-0.6517337337581389,1.4572396942508257,1.2632379969775114,-0.7065095991630403,1.5729406861767377,1.8468697924441353,-3.0154054508501797,1.8150779933081982,0.6125530498969481
Bowling Green State University,No,9251,7333,3076,14,45,13699,1213,7452,3352,600,1700,81.0,89,21.1,14,6918,67,6.67188130954874,6.645993596735264,4.616936729777728,3.7701053698334652,3.9999779562740057,10.293129355023735,59.17652798352119,9.932527964405688,9.923163850665636,3356.181327603026,48228.57254567277,8.908688910517377,2.70805020110221,1.828585053776399,0.7926710625878284,Low,0,0,1.5396129266227716,1.7414064032460839,1.792890133744915,-0.7684736752694478,1.6642175111317756,0.8600279544133582,-0.6897643746874383,0.4496014388117547,0.720306207993199,0.4835133023364041,0.6005650532112241,1.6843804232693957,-0.488944521318963,-0.5423215742328643,0.3111597547912219,-1.0987972149572356,-1.6325116659989423
