GrLivArea,TotalBsmtSF,OverallQual,YearBuilt,LotFrontage,MasVnrArea,Neighborhood,BldgType,CentralAir,GarageType,KitchenQual,BsmtQual,SalePrice
1456,728,6,2005,51.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,176000
1863,879,7,2006,58.0,0.0,Gilbert,1Fam,Y,BuiltIn,Gd,Gd,219210
1690,815,7,1916,65.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,144000
1212,1212,7,2001,70.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,178000
1382,1051,4,1963,75.0,51.0,Sawyer,1Fam,Y,Attchd,TA,TA,148000
864,864,4,1970,71.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,116050
1779,866,7,1998,80.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,197900
1348,884,5,1925,50.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,117000
1630,1630,7,2000,75.0,171.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,213000
1074,1056,5,1975,78.0,0.0,NWAmes,1Fam,Y,Attchd,TA,Gd,153500
2196,2158,7,1990,90.0,234.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,271900
1056,1056,4,1966,,0.0,SawyerW,1Fam,Y,Detchd,TA,TA,107000
1700,1682,6,2003,70.0,120.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,200000
1283,931,5,1962,70.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,140000
1660,1660,8,2006,85.0,420.0,Somerst,1Fam,Y,Attchd,Gd,Ex,290000
1845,1055,6,1992,70.0,0.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,189000
1752,559,8,1988,152.0,0.0,Gilbert,1Fam,Y,Basment,TA,Gd,164000
672,672,4,1941,50.0,0.0,Edwards,1Fam,Y,Attchd,TA,TA,113000
960,648,4,1965,,0.0,Sawyer,1Fam,Y,Attchd,TA,TA,145000
999,925,5,1962,69.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,134500
894,894,5,1966,99.0,0.0,Sawyer,1Fam,Y,Detchd,TA,TA,125000
1902,0,6,1978,68.0,0.0,Sawyer,Duplex,Y,Attchd,TA,,112000
1314,1300,8,2009,72.0,72.0,Somerst,1Fam,Y,Attchd,Gd,Gd,229456
912,0,4,1947,52.0,0.0,BrkSide,1Fam,N,,TA,,80500
1218,672,6,1971,21.0,236.0,BrDale,Twnhs,Y,,TA,TA,91500
912,912,5,1964,66.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,115000
1211,952,5,1968,55.0,0.0,Sawyer,1Fam,Y,Attchd,TA,TA,134000
1846,1040,6,1949,78.0,320.0,NAmes,1Fam,Y,Attchd,TA,TA,143000
2136,2136,5,1951,89.0,44.0,NAmes,1Fam,N,Detchd,TA,TA,137900
1490,788,7,2004,60.0,0.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,184000
1138,588,6,1958,65.0,63.0,NAmes,1Fam,Y,Attchd,TA,TA,145000
1933,894,6,2007,86.0,74.0,Somerst,1Fam,Y,BuiltIn,Gd,Gd,214000
912,912,5,1965,72.0,300.0,NAmes,1Fam,Y,Detchd,Gd,TA,147000
1702,1702,9,2008,65.0,766.0,NridgHt,TwnhsE,Y,Attchd,Ex,Ex,367294
1507,1075,5,1960,70.0,0.0,NAmes,1Fam,Y,Basment,TA,TA,127000
2620,1361,5,1977,,1.0,Sawyer,Duplex,Y,BuiltIn,TA,Gd,190000
1190,1106,5,1962,70.0,120.0,NAmes,Duplex,Y,Attchd,TA,TA,132500
1224,0,4,1962,70.0,0.0,NAmes,Duplex,Y,CarPort,TA,,101800
1188,1188,5,1959,,180.0,NAmes,1Fam,Y,Attchd,TA,TA,142000
1964,940,5,1911,55.0,0.0,SWISU,1Fam,N,,TA,TA,130000
1784,747,5,1914,96.0,0.0,Crawfor,1Fam,Y,Detchd,TA,Gd,138887
1626,764,7,2003,36.0,106.0,NridgHt,Twnhs,Y,BuiltIn,Gd,Gd,175500
1948,847,7,2004,41.0,0.0,CollgCr,1Fam,Y,BuiltIn,Gd,Gd,195000
1141,1141,6,2005,63.0,0.0,SawyerW,1Fam,Y,Detchd,TA,Gd,142500
1484,1476,8,2006,64.0,32.0,Timber,1Fam,Y,Attchd,Ex,Gd,265900
1768,884,7,2003,65.0,252.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,224900
1689,1689,7,2007,83.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,248328
1173,1053,7,1974,85.0,81.0,NWAmes,1Fam,Y,Attchd,Gd,Gd,170000
2076,2076,10,2006,107.0,,NridgHt,1Fam,Y,Attchd,Ex,Ex,465000
1517,792,8,1929,,0.0,Crawfor,1Fam,Y,Detchd,Gd,Gd,230000
1868,585,6,1984,78.0,74.0,NWAmes,1Fam,Y,BuiltIn,TA,Gd,178000
1553,756,7,2005,65.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,186500
1034,1012,6,1976,,335.0,Mitchel,1Fam,Y,Attchd,TA,TA,169900
2058,735,6,1917,60.0,0.0,OldTown,1Fam,N,Detchd,TA,Gd,129500
988,876,5,1950,60.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,119000
2110,2110,7,1968,93.0,0.0,NAmes,1Fam,Y,Attchd,Ex,TA,244000
1405,1405,7,2003,,163.0,NridgHt,TwnhsE,Y,Attchd,Gd,Gd,171750
874,864,5,1968,62.0,0.0,Mitchel,1Fam,Y,Attchd,TA,TA,130000
2167,1192,7,1974,,0.0,Veenker,1Fam,Y,Attchd,Gd,TA,294000
1656,746,7,2003,60.0,92.0,Edwards,1Fam,Y,BuiltIn,Gd,Gd,165400
1367,884,6,1931,52.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,127500
1987,1986,8,1994,91.0,554.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,301500
864,864,5,1922,56.0,0.0,Edwards,1Fam,Y,,TA,Fa,99900
1166,856,7,2005,59.0,182.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,190000
1054,1054,6,1969,65.0,0.0,NAmes,1Fam,Y,Attchd,TA,Gd,151000
1675,841,6,1999,,0.0,Gilbert,1Fam,Y,BuiltIn,TA,Gd,181000
1050,1050,5,1956,80.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,128900
1788,1104,4,1957,,0.0,ClearCr,1Fam,Y,Attchd,TA,TA,161500
1824,764,6,1919,60.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,180500
1337,1405,6,1998,34.0,0.0,NAmes,TwnhsE,Y,Attchd,Gd,Gd,181000
1452,691,7,1999,35.0,218.0,Somerst,TwnhsE,Y,Detchd,Gd,Gd,183900
1889,925,7,1910,60.0,0.0,OldTown,2fmCon,N,Detchd,TA,TA,122000
2018,2002,9,2008,89.0,0.0,Timber,1Fam,Y,Attchd,Ex,Ex,378500
3447,728,8,1935,,632.0,Crawfor,1Fam,Y,BuiltIn,Gd,TA,381000
1524,874,5,1958,78.0,180.0,NAmes,1Fam,Y,Attchd,TA,TA,144000
1524,1332,7,1979,,0.0,ClearCr,1Fam,Y,Attchd,Gd,Gd,260000
1489,1489,6,1968,,0.0,NWAmes,1Fam,Y,Attchd,Gd,TA,185750
935,935,5,1965,,114.0,Sawyer,1Fam,Y,Attchd,TA,TA,137000
1357,1019,6,1959,124.0,84.0,Edwards,1Fam,Y,Basment,Ex,TA,177000
1250,661,5,1910,53.0,0.0,Crawfor,1Fam,Y,Detchd,TA,TA,139000
1920,928,5,1948,95.0,567.0,NAmes,Duplex,Y,Detchd,TA,TA,137000
1395,723,6,1972,,0.0,NWAmes,1Fam,Y,Attchd,TA,TA,162000
1724,1680,6,1967,,359.0,NWAmes,1Fam,Y,Attchd,TA,Gd,197900
2031,1128,8,2002,75.0,,CollgCr,1Fam,Y,Attchd,Gd,Gd,237000
1128,698,4,1920,60.0,0.0,IDOTRR,1Fam,Y,Detchd,TA,TA,68400
1573,1573,7,2002,67.0,110.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,227000
1339,1309,7,1990,50.0,54.0,Timber,1Fam,Y,Attchd,TA,Gd,180000
1040,1040,5,1977,61.0,0.0,CollgCr,1Fam,Y,Detchd,Gd,Gd,150500
1824,912,6,1971,94.0,0.0,Mitchel,Duplex,Y,,TA,TA,139000
2447,804,6,1919,50.0,0.0,SWISU,1Fam,Y,Detchd,Gd,TA,169000
1412,780,6,1939,50.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,132500
1328,1328,6,1963,,451.0,NWAmes,1Fam,Y,Attchd,TA,TA,143000
1582,1624,5,1964,,621.0,ClearCr,1Fam,Y,Attchd,TA,TA,190000
1659,1501,8,2000,40.0,0.0,StoneBr,TwnhsE,Y,Attchd,Ex,Gd,278000
1970,1085,8,2006,86.0,788.0,NridgHt,1Fam,Y,BuiltIn,Ex,Gd,281000
1152,1152,5,1964,,86.0,NAmes,1Fam,Y,Attchd,TA,TA,180500
1302,630,5,1972,21.0,268.0,BrDale,Twnhs,Y,Detchd,TA,TA,119500
2372,994,5,1892,60.0,0.0,OldTown,1Fam,N,Attchd,TA,TA,107500
1664,832,7,1976,78.0,0.0,NWAmes,1Fam,Y,Attchd,TA,Gd,162900
864,864,5,1955,60.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,115000
1052,1052,5,1968,70.0,168.0,NAmes,1Fam,Y,Attchd,TA,TA,138500
1128,1120,5,1963,80.0,148.0,NAmes,1Fam,Y,Attchd,TA,TA,155000
1072,547,6,2005,35.0,82.0,Edwards,TwnhsE,Y,Basment,TA,Gd,140000
5642,6110,10,2008,313.0,796.0,Edwards,1Fam,Y,Attchd,Ex,Ex,160000
1246,1246,5,1959,75.0,0.0,NAmes,1Fam,Y,Attchd,Gd,TA,154000
1983,978,7,1999,,344.0,Gilbert,1Fam,Y,Attchd,Gd,Gd,225000
1494,771,6,1942,,0.0,Crawfor,1Fam,Y,Attchd,Gd,TA,177500
2526,1165,8,1994,92.0,391.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,290000
1616,1616,7,2005,73.0,228.0,Somerst,1Fam,Y,Attchd,Gd,Gd,232000
1708,976,7,2004,32.0,117.0,Edwards,TwnhsE,Y,Detchd,Gd,Gd,130000
1652,1652,9,2006,108.0,300.0,NridgHt,1Fam,Y,Attchd,Ex,Ex,325000
1368,1368,7,2005,48.0,94.0,NridgHt,TwnhsE,Y,Attchd,Gd,Gd,202500
990,990,5,1994,60.0,0.0,CollgCr,1Fam,Y,Detchd,TA,Gd,138000
1122,924,5,1948,100.0,0.0,OldTown,1Fam,Y,Attchd,Gd,TA,147000
1294,1278,6,1991,,88.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,179200
1902,1902,7,1959,100.0,0.0,Crawfor,1Fam,Y,Attchd,Ex,Gd,335000
1274,1274,7,2005,68.0,80.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,203000
2810,1453,8,1990,,336.0,NoRidge,1Fam,Y,Attchd,Gd,Ex,302000
2599,1393,9,1999,108.0,165.0,NoRidge,1Fam,Y,BuiltIn,Gd,Gd,333168
948,948,4,1954,60.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,119000
2112,952,6,1969,85.0,0.0,NAmes,1Fam,Y,Attchd,TA,Fa,206900
1630,1622,8,2008,61.0,270.0,CollgCr,1Fam,Y,Attchd,Ex,Ex,295493
1352,1352,7,2006,47.0,0.0,Somerst,TwnhsE,Y,Attchd,Gd,Ex,208900
1787,1753,8,2001,,178.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,275000
948,864,4,1954,75.0,132.0,Edwards,1Fam,Y,Attchd,TA,TA,111000
1478,1478,6,1957,70.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,156500
720,0,3,1949,,0.0,BrkSide,1Fam,N,Detchd,TA,,72500
1923,750,7,1992,107.0,0.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,190000
708,420,4,1940,50.0,0.0,BrkSide,1Fam,Y,,Fa,TA,82500
1795,1795,8,2006,75.0,428.0,Somerst,1Fam,Y,Attchd,Gd,Ex,147000
796,796,4,1922,40.0,0.0,IDOTRR,1Fam,N,,TA,TA,55000
774,544,3,1931,70.0,0.0,Edwards,1Fam,Y,,Gd,TA,79000
816,816,5,1982,60.0,0.0,Mitchel,1Fam,Y,Attchd,Gd,TA,130500
2792,1510,6,1920,60.0,0.0,OldTown,1Fam,Y,Detchd,TA,Gd,256000
1632,935,7,1998,63.0,0.0,Gilbert,1Fam,Y,Attchd,TA,Gd,176500
1588,1588,8,2006,85.0,410.0,Somerst,1Fam,Y,Attchd,Gd,Gd,227000
954,911,5,1976,55.0,0.0,CollgCr,1Fam,Y,Detchd,TA,TA,132500
816,816,4,1938,67.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,100000
1360,803,5,1938,60.0,0.0,IDOTRR,1Fam,Y,Detchd,Gd,TA,125500
1365,765,5,1970,24.0,312.0,BrDale,TwnhsE,Y,Attchd,TA,TA,125000
1334,1350,6,1977,80.0,360.0,NWAmes,1Fam,Y,Attchd,TA,Gd,167900
1656,1656,5,1973,87.0,564.0,NWAmes,Duplex,Y,Detchd,TA,TA,135000
693,693,4,1941,153.0,0.0,OldTown,1Fam,N,,Fa,TA,52500
1861,916,7,2002,95.0,0.0,CollgCr,1Fam,Y,BuiltIn,Gd,Gd,200000
864,864,5,1972,120.0,0.0,CollgCr,1Fam,Y,Attchd,TA,TA,128500
872,858,4,1971,70.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,123000
1114,1114,6,2003,66.0,0.0,SawyerW,1Fam,Y,Detchd,Gd,Gd,155000
2169,1284,8,2002,,149.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,228500
1913,896,6,1928,57.0,0.0,Crawfor,1Fam,Y,Detchd,TA,TA,177000
1456,728,7,2006,85.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,155835
960,960,4,1920,50.0,0.0,OldTown,1Fam,Y,Detchd,Fa,TA,108500
2156,1568,7,1968,,0.0,NWAmes,1Fam,Y,Attchd,TA,TA,262500
1776,1732,8,2006,93.0,100.0,Timber,1Fam,Y,Attchd,Gd,Ex,283463
1494,1482,7,1998,,0.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,215000
2358,684,8,1872,50.0,0.0,OldTown,1Fam,N,,TA,TA,122000
2634,1248,5,1969,91.0,368.0,NAmes,Duplex,Y,Detchd,TA,TA,200000
1716,858,6,1962,70.0,318.0,NAmes,1Fam,Y,Attchd,TA,TA,171000
1176,698,6,1937,50.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,134900
3238,2033,8,1995,56.0,579.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,410000
1865,992,7,2000,,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,235000
1920,570,7,1968,102.0,143.0,NWAmes,1Fam,Y,Attchd,Gd,TA,170000
892,864,5,1966,,65.0,NAmes,1Fam,Y,Attchd,TA,TA,110000
1078,1078,5,1971,,0.0,NAmes,1Fam,Y,Attchd,TA,TA,149900
1573,756,6,2000,,216.0,Somerst,Twnhs,Y,Detchd,Gd,Gd,177500
1980,1980,9,2004,129.0,66.0,NridgHt,1Fam,Y,Attchd,Ex,Ex,315000
2601,612,5,1921,51.0,0.0,SWISU,1Fam,Y,BuiltIn,TA,TA,189000
1530,1530,7,2005,124.0,16.0,StoneBr,1Fam,Y,Attchd,Gd,Ex,260000
1738,715,4,1920,,0.0,NAmes,1Fam,Y,Attchd,TA,TA,104900
1412,616,6,2006,73.0,0.0,Gilbert,1Fam,Y,BuiltIn,Gd,Gd,156932
1200,600,7,2005,30.0,0.0,Somerst,TwnhsE,Y,Detchd,Gd,Gd,144152
1674,814,7,2000,,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,216000
1790,873,7,1999,68.0,158.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,193000
1475,757,5,1977,41.0,0.0,MeadowV,TwnhsE,Y,Attchd,TA,TA,127000
848,848,6,2003,,170.0,CollgCr,TwnhsE,Y,Attchd,Gd,Gd,144000
1668,1657,8,2003,48.0,171.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,232000
1374,840,4,1920,90.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,105000
1661,992,6,1955,80.0,0.0,NAmes,1Fam,Y,BuiltIn,Gd,TA,165500
2097,1108,7,1998,75.0,0.0,CollgCr,1Fam,Y,Detchd,Gd,Gd,274300
2633,2633,10,2001,,705.0,NoRidge,1Fam,Y,Attchd,Ex,Ex,466500
1958,1026,7,2005,85.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,250000
1571,1571,8,2007,89.0,80.0,Timber,1Fam,Y,Attchd,Gd,Gd,239000
790,768,6,1930,52.0,0.0,SWISU,1Fam,N,Detchd,TA,Gd,91000
1604,984,5,1941,60.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,117000
987,483,6,1973,21.0,408.0,BrDale,Twnhs,Y,Detchd,TA,TA,83000
1394,384,5,2006,73.0,0.0,Timber,1Fam,Y,BuiltIn,Gd,Gd,167500
864,864,3,1914,45.0,0.0,Edwards,1Fam,N,Detchd,TA,TA,58500
2117,1205,6,1970,,0.0,NAmes,1Fam,Y,Attchd,TA,TA,237500
1762,596,7,1920,60.0,0.0,OldTown,1Fam,Y,Detchd,Gd,Fa,157000
1416,816,5,1918,,0.0,Sawyer,1Fam,Y,Attchd,Gd,TA,112000
1258,560,6,1939,60.0,0.0,Edwards,1Fam,Y,Detchd,TA,TA,105000
1154,796,4,1922,40.0,0.0,IDOTRR,1Fam,Y,Detchd,Gd,TA,125500
2784,1392,7,1978,80.0,184.0,NWAmes,1Fam,Y,Attchd,Gd,Gd,250000
2526,714,6,1916,60.0,0.0,OldTown,1Fam,N,Detchd,Gd,TA,136000
1746,1746,9,2006,42.0,160.0,Gilbert,1Fam,Y,Attchd,Ex,Ex,377500
1218,735,6,1941,60.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,131000
1525,1525,7,2000,70.0,244.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,235000
1584,1584,5,1967,65.0,0.0,NAmes,Duplex,Y,Detchd,TA,TA,124000
900,864,5,1967,68.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,123000
1912,482,6,1905,60.0,0.0,OldTown,2fmCon,N,Detchd,TA,Fa,163000
1500,1356,7,2006,53.0,45.0,Blmngtn,TwnhsE,Y,Attchd,Gd,Gd,246578
2482,1094,8,2005,88.0,245.0,Timber,1Fam,Y,BuiltIn,Gd,Gd,281213
1687,747,5,1948,,0.0,Timber,1Fam,Y,Detchd,TA,TA,160000
1513,939,5,1920,51.0,0.0,BrkSide,1Fam,Y,Detchd,TA,TA,137500
1904,1208,5,1950,60.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,138000
1608,976,6,1925,51.0,0.0,SWISU,1Fam,Y,Detchd,Gd,TA,137450
1158,862,6,1929,50.0,0.0,BrkSide,1Fam,Y,BuiltIn,TA,TA,120000
1593,839,6,2004,62.0,0.0,Gilbert,1Fam,Y,Attchd,TA,TA,193000
1294,1286,7,2006,64.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,193879
1464,1485,8,2007,49.0,84.0,Somerst,1Fam,Y,Attchd,Gd,Gd,282922
1214,672,3,1915,60.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,105000
1646,1594,8,2004,44.0,174.0,Crawfor,TwnhsE,Y,Attchd,Gd,Ex,275000
768,768,5,1972,70.0,0.0,CollgCr,1Fam,Y,Detchd,TA,Gd,133000
833,833,5,1985,,0.0,Mitchel,1Fam,Y,,TA,TA,112000
1363,622,4,1910,60.0,0.0,OldTown,1Fam,Y,Detchd,TA,Fa,125500
2093,791,7,1986,46.0,123.0,NWAmes,1Fam,Y,Attchd,TA,Gd,215000
1840,944,7,2001,79.0,0.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,230000
1668,856,6,1950,80.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,140000
1040,0,4,1949,60.0,0.0,NAmes,Duplex,N,Detchd,TA,,90000
1844,1844,8,2005,88.0,366.0,SawyerW,1Fam,Y,Attchd,Gd,Gd,257000
1848,833,6,1923,64.0,0.0,BrkSide,1Fam,Y,Detchd,Gd,TA,207000
1569,1386,7,2007,51.0,130.0,Blmngtn,TwnhsE,Y,Attchd,Gd,Gd,175900
2290,777,4,1885,60.0,0.0,OldTown,2fmCon,Y,Detchd,TA,TA,122500
2450,1284,8,1998,,731.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,340000
1144,1144,5,1963,71.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,124000
1844,1844,6,1969,,312.0,Crawfor,1Fam,Y,Attchd,Gd,TA,223000
1416,708,6,1968,90.0,420.0,NWAmes,1Fam,Y,Attchd,TA,TA,179900
1069,1069,6,1977,53.0,0.0,NPkVill,TwnhsE,Y,Attchd,TA,Gd,127500
848,848,6,2003,37.0,170.0,CollgCr,TwnhsE,Y,Attchd,Gd,Gd,136500
2201,697,6,1966,,0.0,Edwards,1Fam,Y,Attchd,Gd,Gd,274970
1344,1024,5,1958,,0.0,NAmes,1Fam,Y,Detchd,TA,TA,144000
1252,1252,6,1959,80.0,243.0,NAmes,1Fam,Y,Detchd,Gd,TA,142000
2127,1223,7,1994,81.0,448.0,NoRidge,1Fam,Y,Attchd,Gd,Gd,271000
1558,913,5,1945,60.0,0.0,NAmes,1Fam,Y,Attchd,TA,TA,140000
804,788,5,1940,60.0,294.0,OldTown,1Fam,Y,Attchd,Gd,TA,119000
1440,1440,6,1981,,310.0,NWAmes,1Fam,Y,Attchd,Gd,Gd,182900
1838,732,5,2005,60.0,0.0,Gilbert,1Fam,Y,BuiltIn,TA,Gd,192140
958,958,6,1976,,0.0,NPkVill,TwnhsE,Y,Attchd,TA,Gd,143750
968,656,4,1927,60.0,0.0,OldTown,1Fam,Y,Detchd,TA,TA,64500
1792,936,6,2000,93.0,318.0,Gilbert,1Fam,Y,Attchd,TA,Gd,186500
1126,1126,5,1977,80.0,0.0,Mitchel,1Fam,Y,Attchd,TA,TA,160000
1537,1319,6,1962,80.0,237.0,NAmes,1Fam,Y,Attchd,Gd,TA,174000
864,864,4,1971,60.0,0.0,NAmes,1Fam,Y,Detchd,TA,TA,120500
1932,1932,8,2008,96.0,426.0,NridgHt,1Fam,Y,Attchd,Ex,Ex,394617
1236,912,6,1957,90.0,0.0,OldTown,1Fam,Y,Attchd,TA,TA,149700
1725,539,7,1979,80.0,96.0,NWAmes,1Fam,Y,Attchd,TA,TA,197000
2555,588,6,1922,79.0,0.0,Crawfor,1Fam,Y,Detchd,TA,Ex,191000
848,848,6,2004,,147.0,CollgCr,TwnhsE,Y,Attchd,Gd,Gd,149300
2007,1017,10,2008,85.0,160.0,Somerst,1Fam,Y,Attchd,Ex,Ex,310000
952,952,6,1916,,0.0,BrkSide,1Fam,N,Detchd,Fa,TA,121000
1422,1422,7,2004,63.0,106.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,179600
913,814,6,1966,70.0,0.0,Sawyer,1Fam,Y,Detchd,TA,TA,129000
1188,1188,5,1962,,189.0,Mitchel,1Fam,Y,Attchd,TA,TA,157900
2090,1220,8,1995,80.0,438.0,CollgCr,1Fam,Y,Attchd,Gd,Gd,240000
1346,560,4,1910,70.0,0.0,Edwards,1Fam,N,Detchd,TA,Fa,112000
630,630,5,1970,21.0,0.0,MeadowV,Twnhs,Y,,Ex,Gd,92000
1792,896,5,1974,60.0,0.0,NAmes,Duplex,Y,,TA,Gd,136000
1578,1573,8,2008,78.0,194.0,Somerst,1Fam,Y,Attchd,Ex,Gd,287090
1072,547,5,2005,35.0,80.0,Edwards,TwnhsE,Y,Basment,TA,Gd,145000
1140,1140,5,2006,90.0,0.0,Mitchel,1Fam,Y,,TA,Gd,84500
1221,1221,7,2004,62.0,0.0,Somerst,1Fam,Y,Attchd,Gd,Gd,185000
1647,953,6,1999,62.0,0.0,Gilbert,1Fam,Y,Attchd,TA,Gd,175000
2073,1542,6,1978,85.0,119.0,NWAmes,1Fam,Y,Attchd,TA,Gd,210000
2340,1152,7,1941,66.0,0.0,Crawfor,1Fam,Y,Attchd,Gd,TA,266500
1078,1078,5,1950,68.0,0.0,NAmes,1Fam,Y,Attchd,Gd,TA,142125
1256,1256,5,1965,75.0,0.0,Edwards,1Fam,Y,Attchd,TA,TA,147500
